Round,Tier,Slot0,Slot1,Slot2,Slot3,Slot4,Slot5,Wins,Losses,Draws,WinRate%
1,1,Porygon,Charmander,Slakoth,,,,157,45,0,77.7
1,1,Porygon,Charmander,Slakoth,,,,153,48,0,76.1
1,1,Bulbasaur,Totodile,Slakoth,,,,156,50,0,75.7
1,1,Bulbasaur,Charmander,Slakoth,,,,150,50,0,75.0
1,1,Charmander,Treecko,Torchic,,,,160,55,0,74.4
1,1,Charmander,Treecko,Slakoth,,,,148,51,0,74.4
1,1,Charmander,Totodile,Slakoth,,,,154,54,0,74.0
1,1,Totodile,Torchic,Bulbasaur,,,,150,53,0,73.9
1,1,Bulbasaur,Charmander,Slakoth,,,,150,53,0,73.9
1,1,Bulbasaur,Totodile,Slakoth,,,,139,50,0,73.5
1,1,Charmander,Treecko,Slakoth,,,,146,53,0,73.4
1,1,Torchic,Squirtle,Slakoth,,,,146,53,0,73.4
1,1,Charmander,Totodile,Slakoth,,,,142,52,0,73.2
1,1,Bulbasaur,Squirtle,Slakoth,,,,141,52,0,73.1
1,1,Charmander,Squirtle,Slakoth,,,,149,55,0,73.0
1,1,Totodile,Charmander,Slakoth,,,,149,55,0,73.0
1,1,Torchic,Totodile,Bulbasaur,,,,149,55,0,73.0
1,1,Mudkip,Charmander,Slakoth,,,,138,51,0,73.0
1,1,Charmander,Rattata,Squirtle,,,,148,55,0,72.9
1,1,Squirtle,Charmander,Slakoth,,,,147,55,0,72.8
1,1,Torchic,Totodile,Slakoth,,,,147,55,0,72.8
1,1,Torchic,Bulbasaur,Slakoth,,,,132,50,0,72.5
1,1,Bulbasaur,Charmander,Slakoth,,,,145,55,0,72.5
1,1,Torchic,Totodile,Slakoth,,,,150,57,0,72.5
1,1,Bulbasaur,Totodile,Slakoth,,,,144,55,0,72.4
1,1,Charmander,Totodile,Slakoth,,,,157,60,0,72.4
1,1,Torchic,Rattata,Slakoth,,,,143,55,0,72.2
1,1,Mudkip,Torchic,Slakoth,,,,145,56,0,72.1
1,1,Totodile,Charmander,Slakoth,,,,132,51,0,72.1
1,1,Totodile,Charmander,Slakoth,,,,150,58,0,72.1
1,1,Chikorita,Charmander,Slakoth,,,,147,57,0,72.1
1,1,Bulbasaur,Totodile,Slakoth,,,,134,52,0,72.0
1,1,Charmander,Treecko,Torchic,,,,138,54,0,71.9
1,1,Totodile,Charmander,Slakoth,,,,135,53,0,71.8
1,1,Porygon,Charmander,Slakoth,,,,150,59,0,71.8
1,1,Bulbasaur,Totodile,Slakoth,,,,150,59,0,71.8
1,1,Charmander,Treecko,Slakoth,,,,147,58,0,71.7
1,1,Torchic,Bulbasaur,Slakoth,,,,133,53,0,71.5
1,1,Totodile,Charmander,Slakoth,,,,145,58,0,71.4
1,1,Torchic,Bulbasaur,Slakoth,,,,137,55,0,71.4
1,1,Rattata,Charmander,Slakoth,,,,149,60,0,71.3
1,1,Charmander,Porygon,Slakoth,,,,129,52,0,71.3
1,1,Chikorita,Charmander,Slakoth,,,,141,57,0,71.2
1,1,Treecko,Charmander,Slakoth,,,,136,55,0,71.2
1,1,Charmander,Totodile,Slakoth,,,,143,58,0,71.1
1,1,Charmander,Squirtle,Bulbasaur,,,,133,54,0,71.1
1,1,Torchic,Treecko,Charmander,,,,145,59,0,71.1
1,1,Charmander,Treecko,Slakoth,,,,135,55,0,71.1
1,1,Bulbasaur,Totodile,Slakoth,,,,135,55,0,71.1
1,1,Slakoth,Torchic,Bulbasaur,,,,142,58,0,71.0
1,1,Totodile,Charmander,Treecko,,,,137,56,0,71.0
1,1,Bulbasaur,Charmander,Slakoth,,,,146,60,0,70.9
1,1,Totodile,Cyndaquil,Slakoth,,,,146,60,0,70.9
1,1,Bulbasaur,Charmander,Squirtle,,,,136,56,0,70.8
1,1,Charmander,Rattata,Slakoth,,,,143,59,0,70.8
1,1,Totodile,Charmander,Squirtle,,,,143,59,0,70.8
1,1,Charmander,Treecko,Cyndaquil,,,,143,59,0,70.8
1,1,Torchic,Chikorita,Slakoth,,,,133,55,0,70.7
1,1,Squirtle,Charmander,Slakoth,,,,133,55,0,70.7
1,1,Bulbasaur,Charmander,Totodile,,,,140,58,0,70.7
1,1,Charmander,Totodile,Slakoth,,,,142,59,0,70.6
1,1,Charmander,Treecko,Squirtle,,,,137,57,0,70.6
1,1,Porygon,Charmander,Slakoth,,,,132,55,0,70.6
1,1,Totodile,Charmander,Slakoth,,,,146,61,0,70.5
1,1,Bulbasaur,Torchic,Slakoth,,,,153,64,0,70.5
1,1,Treecko,Charmander,Slakoth,,,,129,54,0,70.5
1,1,Charmander,Totodile,Slakoth,,,,164,69,0,70.4
1,1,Charmander,Treecko,Slakoth,,,,152,64,0,70.4
1,1,Totodile,Cyndaquil,Squirtle,,,,142,60,0,70.3
1,1,Charmander,Treecko,Slakoth,,,,142,60,0,70.3
1,1,Torchic,Charmander,Slakoth,,,,149,63,0,70.3
1,1,Torchic,Squirtle,Bulbasaur,,,,132,56,0,70.2
1,1,Charmander,Totodile,Slakoth,,,,146,62,0,70.2
1,1,Charmander,Treecko,Slakoth,,,,134,57,0,70.2
1,1,Squirtle,Charmander,Totodile,,,,150,64,0,70.1
1,1,Torchic,Squirtle,Slakoth,,,,131,56,0,70.1
1,1,Torchic,Totodile,Bulbasaur,,,,138,59,0,70.1
1,1,Bulbasaur,Squirtle,Slakoth,,,,145,62,0,70.0
1,1,Charmander,Treecko,Totodile,,,,145,62,0,70.0
1,1,Totodile,Bulbasaur,Slakoth,,,,145,62,0,70.0
1,1,Bulbasaur,Charmander,Rattata,,,,140,60,0,70.0
1,1,Mudkip,Charmander,Slakoth,,,,149,64,0,70.0
1,1,Torchic,Charmander,Bulbasaur,,,,142,61,0,70.0
1,1,Totodile,Charmander,Bulbasaur,,,,144,62,0,69.9
1,1,Charmander,Treecko,Slakoth,,,,144,62,0,69.9
1,1,Treecko,Charmander,Totodile,,,,153,66,0,69.9
1,1,Mudkip,Charmander,Totodile,,,,132,57,0,69.8
1,1,Torchic,Squirtle,Bulbasaur,,,,141,61,0,69.8
1,1,Porygon,Charmander,Slakoth,,,,134,58,0,69.8
1,1,Charmander,Squirtle,Slakoth,,,,134,58,0,69.8
1,1,Bulbasaur,Torchic,Squirtle,,,,127,55,0,69.8
1,1,Bulbasaur,Mudkip,Slakoth,,,,127,55,0,69.8
1,1,Charmander,Treecko,Torchic,,,,150,65,0,69.8
1,1,Charmander,Rattata,Bulbasaur,,,,150,65,0,69.8
1,1,Mudkip,Charmander,Slakoth,,,,136,59,0,69.7
1,1,Charmander,Totodile,Slakoth,,,,136,59,0,69.7
1,1,Charmander,Rattata,Squirtle,,,,138,60,0,69.7
1,1,Charmander,Treecko,Porygon,,,,138,60,0,69.7
1,1,Porygon,Charmander,Slakoth,,,,140,61,0,69.7
1,1,Treecko,Torchic,Slakoth,,,,135,59,0,69.6
1,1,Squirtle,Charmander,Slakoth,,,,153,67,0,69.5
1,1,Charmander,Totodile,Bulbasaur,,,,137,60,0,69.5
1,1,Bulbasaur,Charmander,Slakoth,,,,137,60,0,69.5
1,1,Mudkip,Torchic,Bulbasaur,,,,130,57,0,69.5
1,1,Bulbasaur,Rattata,Slakoth,,,,134,59,0,69.4
1,1,Chikorita,Cyndaquil,Slakoth,,,,143,63,0,69.4
1,1,Rattata,Charmander,Slakoth,,,,127,56,0,69.4
