Round,Tier,Slot0,Slot1,Slot2,Slot3,Slot4,Slot5,Wins,Losses,Draws,WinRate%
9,4,Exploud,Jolteon,Zubat,Electrike,Slowbro,Donphan,201,5,0,97.6
9,4,Porygon2,Persian,Donphan,Electabuzz,Growlithe,Ninetales,186,6,0,96.9
9,4,Magnemite,Electrike,Camerupt,Donphan,Exploud,Xatu,189,6,1,96.4
9,4,Staryu,Spearow,Pupitar,Magmar,Magnemite,Cacturne,182,7,0,96.3
9,4,Porygon2,Flareon,Electabuzz,Vaporeon,Golbat,Lileep,180,7,0,96.3
9,4,Jolteon,Xatu,Magmar,Donphan,Pikachu,Flareon,185,6,2,95.9
9,4,Cacturne,Electabuzz,Smeargle,Magnemite,Vaporeon,Donphan,178,8,0,95.7
9,4,Vibrava,Electabuzz,Golduck,Exploud,Xatu,Pupitar,200,9,0,95.7
9,4,Lileep,Crobat,Magnemite,Persian,Flareon,Slowbro,199,4,5,95.7
9,4,Tentacruel,Cacturne,Donphan,Electrode,Pupitar,Voltorb,191,5,4,95.5
9,4,Charmeleon,Loudred,Cacturne,Xatu,Magnemite,Pupitar,202,10,0,95.3
9,4,Phanpy,Donphan,Ninetales,Exploud,Gloom,Flaaffy,189,11,0,94.5
9,4,Numel,Magmar,Pupitar,Jolteon,Cacturne,Quilava,204,11,1,94.4
9,4,Vaporeon,Xatu,Flaaffy,Camerupt,Natu,Magmar,182,10,1,94.3
9,4,Flaaffy,Vaporeon,Gloom,Ninetales,Smeargle,Vibrava,187,12,0,94.0
9,4,Girafarig,Donphan,Bayleef,Jolteon,Dugtrio,Exeggutor,184,12,0,93.9
9,4,Exeggutor,Jolteon,Vibrava,Vaporeon,Flaaffy,Cacnea,179,12,0,93.7
9,4,Electrode,Donphan,Cacturne,Tentacruel,Exploud,Pidgeotto,193,11,2,93.7
9,4,Wartortle,Exeggutor,Ninetales,Vibrava,Electrode,Donphan,177,12,0,93.7
9,4,Flaaffy,Persian,Electrode,Ninetales,Cacturne,Vaporeon,199,14,0,93.4
9,4,Gloom,Exploud,Xatu,Swampert,Cacturne,Flareon,174,11,2,93.0
9,4,Donphan,Vaporeon,Dugtrio,Vigoroth,Elekid,Xatu,197,15,0,92.9
9,4,Dugtrio,Crobat,Electabuzz,Persian,Golduck,Natu,180,14,0,92.8
9,4,Swampert,Electabuzz,Slowbro,Tentacruel,Electrode,Donphan,192,14,1,92.8
9,4,Wartortle,Electabuzz,Loudred,Jolteon,Xatu,Electrike,189,14,1,92.6
9,4,Geodude,Exploud,Donphan,Electabuzz,Magmar,Dugtrio,198,15,1,92.5
9,4,Staryu,Exeggutor,Tentacruel,Xatu,Electrode,Golduck,179,15,0,92.3
9,4,Bayleef,Magmar,Jolteon,Flaaffy,Xatu,Meganium,178,14,1,92.2
9,4,Tentacruel,Xatu,Golduck,Pupitar,Sandshrew,Cacturne,187,15,1,92.1
9,4,Magmar,Porygon2,Xatu,Crobat,Miltank,Vibrava,198,16,1,92.1
9,4,Magmar,Slowbro,Miltank,Pidgey,Persian,Meganium,174,11,4,92.1
9,4,Donphan,Electrode,Ninetales,Loudred,Porygon2,Diglett,181,15,1,91.9
9,4,Cacturne,Miltank,Electrode,Natu,Ninetales,Exeggcute,179,14,2,91.8
9,4,Flareon,Flaaffy,Meganium,Sunflora,Crobat,Magmar,212,16,3,91.8
9,4,Exeggutor,Staryu,Donphan,Girafarig,Loudred,Pidgeotto,189,15,2,91.7
