Round,Tier,Slot0,Slot1,Slot2,Slot3,Slot4,Slot5,Wins,Losses,Draws,WinRate%
3,2,Mareep,Larvitar,Whismur,Cacnea,,,188,4,0,97.9
3,2,Marshtomp,Magby,Raticate,Bayleef,,,197,10,1,94.7
3,2,Magby,Eevee,Elekid,Bayleef,,,187,10,1,94.4
3,2,Larvitar,Cacnea,Whismur,Slowpoke,,,178,12,0,93.7
3,2,Magby,Raticate,Oddish,Combusken,,,186,11,2,93.5
3,2,Raticate,Combusken,Elekid,Bayleef,,,185,12,1,93.4
3,2,Whismur,Vulpix,Cacnea,Larvitar,,,182,12,1,93.3
3,2,Larvitar,Magby,Combusken,Cacnea,,,194,11,3,93.3
3,2,Bulbasaur,Larvitar,Whismur,Slakoth,,,166,9,5,92.2
3,2,Marshtomp,Eevee,Raticate,Slowpoke,,,201,16,1,92.2
3,2,Sunkern,Marshtomp,Combusken,Slowpoke,,,177,13,2,92.2
3,2,Whismur,Bayleef,Combusken,Tentacool,,,198,16,1,92.1
3,2,Whismur,Eevee,Raticate,Pidgey,,,178,15,1,91.8
3,2,Marshtomp,Eevee,Combusken,Bayleef,,,189,16,1,91.7
3,2,Raticate,Elekid,Combusken,Phanpy,,,182,17,0,91.5
3,2,Raticate,Bayleef,Combusken,Slakoth,,,180,16,1,91.4
3,2,Whismur,Zubat,Bayleef,Combusken,,,178,17,0,91.3
3,2,Combusken,Marshtomp,Raticate,Bayleef,,,185,18,0,91.1
3,2,Whismur,Bayleef,Raticate,Meowth,,,182,18,0,91.0
3,2,Eevee,Meowth,Marshtomp,Combusken,,,170,17,0,90.9
3,2,Meowth,Elekid,Combusken,Eevee,,,166,17,0,90.7
3,2,Phanpy,Numel,Cacnea,Larvitar,,,172,17,1,90.5
3,2,Marshtomp,Pikachu,Raticate,Combusken,,,180,19,0,90.5
3,2,Raticate,Phanpy,Marshtomp,Combusken,,,189,20,0,90.4
3,2,Phanpy,Combusken,Bayleef,Marshtomp,,,169,18,0,90.4
3,2,Marshtomp,Raticate,Bayleef,Magby,,,197,16,5,90.4
3,2,Whismur,Bayleef,Raticate,Pidgey,,,178,18,1,90.4
3,2,Larvitar,Mareep,Combusken,Cacnea,,,195,17,4,90.3
3,2,Numel,Bayleef,Combusken,Meowth,,,166,18,0,90.2
3,2,Magby,Marshtomp,Raticate,Whismur,,,174,18,1,90.2
3,2,Eevee,Combusken,Bayleef,Meowth,,,183,20,0,90.1
3,2,Combusken,Elekid,Pidgey,Meowth,,,189,21,0,90.0
3,2,Combusken,Slowpoke,Larvitar,Cacnea,,,176,17,3,89.8
3,2,Magby,Marshtomp,Mareep,Raticate,,,175,20,0,89.7
3,2,Magby,Bayleef,Elekid,Slakoth,,,173,20,0,89.6
3,2,Whismur,Totodile,Bayleef,Combusken,,,181,20,1,89.6
3,2,Eevee,Whismur,Sunkern,Combusken,,,170,19,1,89.5
3,2,Elekid,Whismur,Larvitar,Slowpoke,,,186,22,0,89.4
3,2,Pikachu,Eevee,Magby,Raticate,,,181,21,1,89.2
3,2,Larvitar,Slowpoke,Cacnea,Raticate,,,181,21,1,89.2
3,2,Marshtomp,Magby,Chikorita,Raticate,,,172,20,1,89.1
3,2,Combusken,Marshtomp,Whismur,Raticate,,,169,21,0,88.9
3,2,Larvitar,Mareep,Numel,Cacnea,,,176,18,4,88.9
3,2,Combusken,Raticate,Eevee,Numel,,,174,22,0,88.8
3,2,Zubat,Slowpoke,Larvitar,Cacnea,,,162,20,1,88.5
3,2,Whismur,Numel,Combusken,Marshtomp,,,185,22,2,88.5
3,2,Whismur,Sunkern,Combusken,Marshtomp,,,174,23,0,88.3
3,2,Magby,Bayleef,Vulpix,Phanpy,,,189,25,0,88.3
