Round,Tier,Slot0,Slot1,Slot2,Slot3,Slot4,Slot5,Wins,Losses,Draws,WinRate%
2,1,Charmander,Treecko,Torchic,,,,148,44,0,77.1
2,1,Porygon,Charmander,Slakoth,,,,153,46,0,76.9
2,1,Bulbasaur,Charmander,Slakoth,,,,155,48,0,76.4
2,1,Totodile,Charmander,Slakoth,,,,137,43,0,76.1
2,1,Torchic,Bulbasaur,Squirtle,,,,150,49,0,75.4
2,1,Charmander,Rattata,Slakoth,,,,153,51,0,75.0
2,1,Torchic,Treecko,Slakoth,,,,144,48,0,75.0
2,1,Totodile,Charmander,Slakoth,,,,150,50,0,75.0
2,1,Porygon,Charmander,Slakoth,,,,160,54,0,74.8
2,1,Bulbasaur,Charmander,Slakoth,,,,161,55,0,74.5
2,1,Charmander,Rattata,Slakoth,,,,146,50,0,74.5
2,1,Charmander,Rattata,Slakoth,,,,133,46,0,74.3
2,1,Torchic,Totodile,Slakoth,,,,146,51,0,74.1
2,1,Totodile,Torchic,Slakoth,,,,154,54,0,74.0
2,1,Charmander,Rattata,Slakoth,,,,153,54,0,73.9
2,1,Torchic,Totodile,Bulbasaur,,,,150,54,0,73.5
2,1,Bulbasaur,Charmander,Slakoth,,,,152,55,0,73.4
2,1,Bulbasaur,Charmander,Slakoth,,,,137,50,0,73.3
2,1,Squirtle,Charmander,Slakoth,,,,139,51,0,73.2
2,1,Torchic,Bulbasaur,Slakoth,,,,158,58,0,73.1
2,1,Charmander,Treecko,Torchic,,,,146,55,0,72.6
2,1,Bulbasaur,Squirtle,Slakoth,,,,138,52,0,72.6
2,1,Bulbasaur,Squirtle,Slakoth,,,,156,59,0,72.6
2,1,Rattata,Charmander,Slakoth,,,,150,57,0,72.5
2,1,Bulbasaur,Totodile,Slakoth,,,,155,59,0,72.4
2,1,Charmander,Totodile,Slakoth,,,,147,56,0,72.4
2,1,Torchic,Charmander,Rattata,,,,147,56,0,72.4
2,1,Totodile,Charmander,Slakoth,,,,146,56,0,72.3
2,1,Porygon,Charmander,Slakoth,,,,151,58,0,72.2
2,1,Torchic,Chikorita,Slakoth,,,,140,54,0,72.2
2,1,Charmander,Rattata,Slakoth,,,,145,56,0,72.1
2,1,Torchic,Bulbasaur,Mudkip,,,,134,52,0,72.0
2,1,Bulbasaur,Torchic,Slakoth,,,,141,55,0,71.9
2,1,Torchic,Bulbasaur,Slakoth,,,,138,54,0,71.9
2,1,Charmander,Rattata,Slakoth,,,,143,56,0,71.9
2,1,Bulbasaur,Torchic,Slakoth,,,,148,58,0,71.8
2,1,Mudkip,Charmander,Slakoth,,,,140,55,0,71.8
2,1,Charmander,Totodile,Bulbasaur,,,,150,59,0,71.8
2,1,Bulbasaur,Charmander,Slakoth,,,,155,61,0,71.8
2,1,Torchic,Bulbasaur,Cyndaquil,,,,152,60,0,71.7
2,1,Charmander,Treecko,Totodile,,,,134,53,0,71.7
2,1,Torchic,Totodile,Slakoth,,,,136,54,0,71.6
2,1,Torchic,Bulbasaur,Totodile,,,,151,60,0,71.6
2,1,Squirtle,Charmander,Slakoth,,,,138,55,0,71.5
2,1,Torchic,Bulbasaur,Slakoth,,,,138,55,0,71.5
2,1,Charmander,Rattata,Torchic,,,,143,57,0,71.5
2,1,Bulbasaur,Squirtle,Slakoth,,,,143,57,0,71.5
2,1,Charmander,Treecko,Cyndaquil,,,,135,54,0,71.4
2,1,Totodile,Charmander,Squirtle,,,,147,59,0,71.4
2,1,Porygon,Charmander,Slakoth,,,,144,58,0,71.3
2,1,Torchic,Totodile,Slakoth,,,,148,60,0,71.2
2,1,Charmander,Treecko,Rattata,,,,138,56,0,71.1
2,1,Torchic,Charmander,Slakoth,,,,155,63,0,71.1
2,1,Charmander,Treecko,Slakoth,,,,135,55,0,71.1
2,1,Torchic,Squirtle,Slakoth,,,,147,60,0,71.0
2,1,Bulbasaur,Charmander,Squirtle,,,,142,58,0,71.0
2,1,Charmander,Treecko,Slakoth,,,,132,54,0,71.0
2,1,Squirtle,Charmander,Slakoth,,,,149,61,0,71.0
2,1,Torchic,Treecko,Slakoth,,,,144,59,0,70.9
