Round,Tier,Slot0,Slot1,Slot2,Slot3,Slot4,Slot5,Wins,Losses,Draws,WinRate%
14,5,Exeggutor,Ninetales,Porygon2,Charizard,Blissey,Xatu,188,3,0,98.4
14,5,Fearow,Marowak,Charizard,Venusaur,Exploud,Xatu,207,8,1,95.8
14,5,Fearow,Sceptile,Blastoise,Swampert,Raichu,Porygon2,206,9,0,95.8
14,5,Blastoise,Growlithe,Magmar,Gyarados,Gloom,Raichu,200,9,0,95.7
14,5,Fearow,Pelipper,Exploud,Venusaur,Donphan,Magnemite,177,9,0,95.2
14,5,Xatu,Gyarados,Loudred,Pupitar,Cacturne,Wartortle,197,10,2,94.3
14,5,Magneton,Rapidash,Electrode,Venusaur,Azumarill,Electabuzz,192,11,1,94.1
14,5,Fearow,Rapidash,Exeggutor,Gyarados,Loudred,Electrike,170,11,0,93.9
14,5,Girafarig,Porygon2,Exploud,Rapidash,Fearow,Snorlax,191,13,1,93.2
14,5,Charizard,Gyarados,Skarmory,Porygon2,Growlithe,Vibrava,180,14,0,92.8
14,5,Jolteon,Typhlosion,Sceptile,Electabuzz,Blissey,Scyther,185,14,1,92.5
14,5,Skarmory,Sceptile,Starmie,Persian,Porygon2,Blissey,184,15,0,92.5
14,5,Starmie,Gyarados,Blastoise,Snorlax,Feraligatr,Skarmory,196,15,1,92.5
14,5,Jolteon,Blissey,Flaaffy,Charizard,Electrode,Flygon,183,14,1,92.4
14,5,Sandslash,Typhlosion,Exploud,Blissey,Donphan,Flygon,193,16,0,92.3
14,5,Blissey,Blastoise,Venusaur,Golduck,Sceptile,Pelipper,193,13,3,92.3
14,5,Typhlosion,Vaporeon,Magnemite,Electrode,Rapidash,Scyther,180,15,0,92.3
14,5,Blastoise,Rapidash,Flaaffy,Electabuzz,Venusaur,Dugtrio,177,13,2,92.2
14,5,Camerupt,Persian,Blastoise,Exploud,Sceptile,Scyther,185,16,0,92.0
14,5,Gloom,Exeggutor,Ninetales,Fearow,Raichu,Donphan,185,16,0,92.0
14,5,Skarmory,Raichu,Flaaffy,Fearow,Tentacruel,Miltank,184,15,1,92.0
14,5,Flygon,Scyther,Sceptile,Snorlax,Cacturne,Donphan,183,15,1,92.0
14,5,Charizard,Xatu,Exeggcute,Ninetales,Rapidash,Scyther,187,17,0,91.7
14,5,Meganium,Xatu,Exploud,Starmie,Venusaur,Smeargle,185,14,3,91.6
14,5,Cradily,Dugtrio,Skarmory,Gyarados,Noctowl,Snorlax,195,13,5,91.5
14,5,Psyduck,Typhlosion,Electrode,Venusaur,Fearow,Smeargle,173,15,1,91.5
14,5,Vaporeon,Typhlosion,Raichu,Charizard,Sceptile,Dugtrio,162,15,0,91.5
14,5,Blastoise,Meganium,Rapidash,Charizard,Onix,Gyarados,182,17,0,91.5
14,5,Marill,Donphan,Charizard,Electabuzz,Fearow,Pupitar,179,16,1,91.3
14,5,Electrike,Flareon,Venusaur,Blastoise,Snorlax,Flygon,186,15,3,91.2
14,5,Sceptile,Jolteon,Scyther,Magmar,Flygon,Tentacruel,185,17,1,91.1
14,5,Snorlax,Smeargle,Gyarados,Skarmory,Venusaur,Vaporeon,183,18,0,91.0
14,5,Sandslash,Electrode,Fearow,Pupitar,Electabuzz,Graveler,183,17,1,91.0
14,5,Electrike,Venusaur,Jolteon,Skarmory,Blastoise,Fearow,183,15,3,91.0
14,5,Persian,Venusaur,Sceptile,Typhlosion,Golem,Blastoise,172,10,7,91.0
14,5,Skarmory,Raichu,Venusaur,Camerupt,Flygon,Vaporeon,182,17,1,91.0
14,5,Magnemite,Minun,Voltorb,Raichu,Venusaur,Exploud,192,19,0,91.0
14,5,Magmar,Persian,Sceptile,Flygon,Slaking,Scyther,170,17,0,90.9
14,5,Marowak,Charizard,Graveler,Blissey,Blastoise,Raichu,188,18,1,90.8
14,5,Golem,Minun,Gyarados,Flaaffy,Raichu,Fearow,187,18,1,90.8
14,5,Marill,Staryu,Flaaffy,Gyarados,Venusaur,Skarmory,194,20,0,90.7
14,5,Rapidash,Blissey,Jolteon,Staryu,Skarmory,Donphan,184,17,2,90.6
14,5,Cacturne,Gyarados,Sceptile,Exploud,Magneton,Flareon,184,19,0,90.6
14,5,Rapidash,Fearow,Scyther,Blissey,Porygon2,Typhlosion,181,18,1,90.5
14,5,Venusaur,Charizard,Graveler,Electabuzz,Feraligatr,Flaaffy,179,16,3,90.4
14,5,Skarmory,Rapidash,Donphan,Typhlosion,Tentacruel,Manectric,177,19,0,90.3
14,5,Psyduck,Golem,Fearow,Blastoise,Sceptile,Flareon,176,17,2,90.3
14,5,Golduck,Magneton,Tentacruel,Jolteon,Persian,Venusaur,185,18,2,90.2
14,5,Raichu,Blastoise,Spearow,Starmie,Charizard,Xatu,184,19,1,90.2
14,5,Smeargle,Magneton,Cradily,Rapidash,Gyarados,Psyduck,173,19,0,90.1
14,5,Persian,Girafarig,Typhlosion,Starmie,Manectric,Xatu,181,19,1,90.0
14,5,Fearow,Scyther,Sceptile,Porygon2,Sandslash,Typhlosion,181,18,2,90.0
14,5,Snorlax,Marowak,Charizard,Manectric,Blastoise,Mantine,171,19,0,90.0
14,5,Rapidash,Fearow,Exeggutor,Gyarados,Loudred,Pelipper,180,19,1,90.0
14,5,Charizard,Blastoise,Donphan,Slugma,Plusle,Flygon,188,21,0,90.0
14,5,Typhlosion,Ninetales,Venusaur,Magneton,Gyarados,Blissey,187,20,1,89.9
14,5,Growlithe,Feraligatr,Flygon,Fearow,Magneton,Typhlosion,176,18,2,89.8
14,5,Charizard,Smeargle,Exploud,Sceptile,Gyarados,Ponyta,176,20,0,89.8
14,5,Marowak,Flareon,Voltorb,Fearow,Donphan,Sceptile,166,19,0,89.7
14,5,Electabuzz,Starmie,Donphan,Spearow,Manectric,Blastoise,198,22,1,89.6
14,5,Rapidash,Blissey,Crobat,Flygon,Blaziken,Porygon2,180,20,1,89.6
14,5,Magcargo,Blastoise,Ninetales,Loudred,Flygon,Feraligatr,197,23,0,89.5
14,5,Golem,Electabuzz,Venusaur,Manectric,Sceptile,Girafarig,179,18,3,89.5
14,5,Blastoise,Charizard,Blissey,Charmeleon,Sunflora,Gyarados,168,19,1,89.4
14,5,Exeggutor,Gyarados,Marowak,Donphan,Rapidash,Cradily,168,20,0,89.4
14,5,Cubone,Venusaur,Starmie,Rapidash,Jolteon,Mantine,182,14,8,89.2
14,5,Sceptile,Typhlosion,Feraligatr,Sunflora,Porygon2,Charizard,165,20,0,89.2
14,5,Raichu,Cradily,Spearow,Charizard,Gyarados,Smeargle,179,22,0,89.1
14,5,Marill,Magneton,Noctowl,Sceptile,Donphan,Pidgeotto,186,21,2,89.0
14,5,Sunflora,Fearow,Feraligatr,Venusaur,Grovyle,Magnemite,192,24,0,88.9
14,5,Noctowl,Manectric,Flygon,Spearow,Sceptile,Miltank,184,19,4,88.9
14,5,Magmar,Plusle,Sceptile,Rapidash,Azumarill,Fearow,159,20,0,88.8
14,5,Charizard,Gyarados,Graveler,Crobat,Starmie,Persian,190,23,1,88.8
14,5,Flygon,Starmie,Exploud,Charizard,Hoothoot,Raichu,165,19,2,88.7
14,5,Grovyle,Xatu,Exploud,Manectric,Fearow,Meganium,180,21,2,88.7
14,5,Magcargo,Xatu,Gyarados,Flaaffy,Vaporeon,Graveler,171,22,0,88.6
14,5,Exploud,Pelipper,Charizard,Starmie,Venusaur,Sceptile,162,21,0,88.5
14,5,Persian,Gyarados,Rapidash,Noctowl,Blissey,Wartortle,162,17,4,88.5
14,5,Venusaur,Spearow,Graveler,Smeargle,Rapidash,Gyarados,169,15,7,88.5
14,5,Donphan,Sceptile,Magmar,Staryu,Feraligatr,Blissey,176,23,0,88.4
14,5,Blaziken,Donphan,Azumarill,Magnemite,Gyarados,Xatu,176,23,0,88.4
14,5,Magneton,Raichu,Ivysaur,Fearow,Donphan,Exeggutor,176,22,1,88.4
14,5,Cacturne,Raichu,Flygon,Scyther,Charizard,Manectric,168,21,1,88.4
14,5,Sceptile,Blastoise,Flareon,Electabuzz,Slowbro,Exploud,183,23,1,88.4
14,5,Venusaur,Raichu,Gyarados,Electabuzz,Graveler,Mantine,183,21,3,88.4
14,5,Skarmory,Donphan,Jolteon,Pelipper,Raichu,Swampert,175,23,0,88.4
14,5,Donphan,Flaaffy,Wartortle,Venusaur,Slowbro,Scyther,180,18,6,88.2
14,5,Scyther,Slowbro,Flaaffy,Flygon,Charizard,Cacturne,172,22,1,88.2
14,5,Smeargle,Flareon,Magnemite,Exeggcute,Charizard,Blissey,171,22,1,88.1
14,5,Fearow,Jolteon,Geodude,Venusaur,Flareon,Cradily,163,17,5,88.1
14,5,Blastoise,Exeggutor,Donphan,Camerupt,Feraligatr,Electrike,170,23,0,88.1
14,5,Rapidash,Skarmory,Magneton,Exploud,Sceptile,Golem,177,24,0,88.1
14,5,Venusaur,Psyduck,Charizard,Blastoise,Donphan,Exploud,182,19,6,87.9
14,5,Typhlosion,Fearow,Manectric,Sceptile,Pidgeotto,Pelipper,181,24,1,87.9
14,5,Xatu,Magcargo,Azumarill,Gyarados,Donphan,Flareon,181,24,1,87.9
14,5,Xatu,Feraligatr,Meganium,Flygon,Venusaur,Loudred,173,21,3,87.8
14,5,Magcargo,Sceptile,Steelix,Gyarados,Sandslash,Smeargle,180,25,0,87.8
14,5,Mantine,Raichu,Manectric,Blastoise,Xatu,Venusaur,180,22,3,87.8
14,5,Xatu,Starmie,Persian,Venusaur,Cubone,Wartortle,180,20,5,87.8
14,5,Magcargo,Persian,Venusaur,Magmar,Gyarados,Dugtrio,187,20,6,87.8
14,5,Fearow,Blissey,Sunflora,Gyarados,Flaaffy,Swampert,172,24,0,87.8
14,5,Fearow,Exeggutor,Growlithe,Electrode,Flygon,Scyther,186,26,0,87.7
14,5,Scyther,Electabuzz,Blastoise,Porygon2,Gyarados,Electrike,193,27,0,87.7
14,5,Donphan,Miltank,Venusaur,Starmie,Feraligatr,Electrike,157,19,3,87.7
14,5,Blastoise,Pelipper,Golem,Vaporeon,Skarmory,Venusaur,164,23,0,87.7
14,5,Loudred,Flaaffy,Exploud,Fearow,Tentacruel,Gyarados,178,25,0,87.7
14,5,Marill,Trapinch,Fearow,Flygon,Jolteon,Blastoise,155,22,0,87.6
14,5,Gyarados,Ninetales,Loudred,Porygon2,Persian,Venusaur,183,24,2,87.6
14,5,Charizard,Raichu,Exeggutor,Minun,Magnemite,Venusaur,181,23,3,87.4
14,5,Gyarados,Feraligatr,Charizard,Lileep,Flygon,Rapidash,180,25,1,87.4
14,5,Golem,Venusaur,Jolteon,Magmar,Fearow,Natu,173,22,3,87.4
14,5,Vaporeon,Manectric,Fearow,Golem,Sandslash,Donphan,173,25,0,87.4
14,5,Tentacruel,Magneton,Magnemite,Golduck,Persian,Venusaur,186,26,1,87.3
14,5,Wartortle,Sceptile,Azumarill,Slaking,Donphan,Gyarados,179,25,1,87.3
14,5,Azumarill,Jolteon,Gyarados,Magnemite,Blissey,Vigoroth,171,24,1,87.2
14,5,Blastoise,Miltank,Rapidash,Voltorb,Cubone,Blissey,171,25,0,87.2
14,5,Rapidash,Electabuzz,Magmar,Meganium,Camerupt,Gyarados,177,24,2,87.2
14,5,Magneton,Jolteon,Gyarados,Flygon,Charmeleon,Cubone,190,28,0,87.2
14,5,Charizard,Manectric,Vaporeon,Raichu,Slugma,Blastoise,169,25,0,87.1
14,5,Rapidash,Quilava,Starmie,Raichu,Venusaur,Vibrava,162,17,7,87.1
14,5,Gyarados,Sceptile,Typhlosion,Girafarig,Onix,Loudred,175,26,0,87.1
14,5,Crobat,Magneton,Golduck,Skarmory,Manectric,Pelipper,148,22,0,87.1
14,5,Venusaur,Azumarill,Skarmory,Miltank,Dugtrio,Blissey,168,20,5,87.0
14,5,Donphan,Flareon,Pelipper,Flygon,Feraligatr,Blissey,168,24,1,87.0
14,5,Feraligatr,Miltank,Charizard,Blissey,Snorlax,Slaking,174,26,0,87.0
14,5,Sceptile,Staryu,Electabuzz,Fearow,Typhlosion,Ninetales,166,24,1,86.9
14,5,Jolteon,Feraligatr,Rapidash,Porygon2,Quilava,Vibrava,179,27,0,86.9
14,5,Exeggutor,Venusaur,Slowbro,Magmar,Flygon,Sceptile,172,19,7,86.9
14,5,Electrode,Swampert,Gyarados,Noctowl,Blissey,Skarmory,185,23,5,86.9
14,5,Smeargle,Blastoise,Rapidash,Scyther,Exeggcute,Charizard,185,28,0,86.9
14,5,Porygon2,Manectric,Charizard,Natu,Spearow,Raichu,178,27,0,86.8
14,5,Donphan,Electabuzz,Golbat,Gyarados,Fearow,Rapidash,171,24,2,86.8
14,5,Natu,Charizard,Swampert,Feraligatr,Magneton,Venusaur,184,27,1,86.8
14,5,Cubone,Flaaffy,Scyther,Venusaur,Azumarill,Spearow,164,25,0,86.8
14,5,Ninetales,Starmie,Blaziken,Charizard,Cradily,Xatu,177,27,0,86.8
14,5,Gyarados,Smeargle,Flareon,Sceptile,Exeggcute,Exploud,177,26,1,86.8
14,5,Voltorb,Venusaur,Raichu,Skarmory,Persian,Starmie,183,26,2,86.7
