Round,Tier,Slot0,Slot1,Slot2,Slot3,Slot4,Slot5,Wins,Losses,Draws,WinRate%
13,5,Venusaur,Flaaffy,Fearow,Smeargle,Magneton,Gyarados,182,4,4,95.8
13,5,Charizard,Feraligatr,Blissey,Raichu,Porygon2,Exeggutor,197,9,0,95.6
13,5,Venusaur,Skarmory,Manectric,Voltorb,Flygon,Porygon2,194,7,2,95.6
13,5,Porygon2,Xatu,Flygon,Gyarados,Skarmory,Raichu,185,7,2,95.4
13,5,Ninetales,Blissey,Charizard,Flygon,Xatu,Starmie,190,11,0,94.5
13,5,Vaporeon,Starmie,Magnemite,Manectric,Venusaur,Flygon,182,9,2,94.3
13,5,Miltank,Persian,Loudred,Charizard,Gyarados,Blissey,196,12,0,94.2
13,5,Raichu,Porygon2,Blastoise,Rapidash,Jolteon,Magnemite,205,12,1,94.0
13,5,Blastoise,Vaporeon,Exploud,Crobat,Porygon2,Raichu,172,11,0,94.0
13,5,Fearow,Venusaur,Persian,Skarmory,Donphan,Feraligatr,179,9,3,93.7
13,5,Blastoise,Cacturne,Electabuzz,Fearow,Cradily,Porygon2,190,13,0,93.6
13,5,Rapidash,Raichu,Golem,Xatu,Gyarados,Snorlax,186,14,0,93.0
13,5,Vaporeon,Electabuzz,Magnemite,Flareon,Scyther,Donphan,185,14,0,93.0
13,5,Magmar,Porygon2,Donphan,Blastoise,Blissey,Scyther,181,13,1,92.8
13,5,Raichu,Sandshrew,Plusle,Fearow,Blissey,Donphan,199,16,0,92.6
13,5,Feraligatr,Magneton,Electabuzz,Xatu,Venusaur,Miltank,202,17,0,92.2
13,5,Grovyle,Flygon,Minun,Venusaur,Gyarados,Xatu,188,15,1,92.2
13,5,Sceptile,Flareon,Magmar,Blissey,Charizard,Gyarados,182,16,0,91.9
13,5,Exploud,Fearow,Growlithe,Flygon,Jolteon,Snorlax,182,16,0,91.9
13,5,Donphan,Electabuzz,Blissey,Ninetales,Flygon,Smeargle,189,17,0,91.7
13,5,Golem,Fearow,Electabuzz,Porygon2,Flareon,Skarmory,166,15,0,91.7
13,5,Blastoise,Typhlosion,Electrike,Gyarados,Sandslash,Growlithe,176,16,0,91.7
13,5,Charizard,Exploud,Girafarig,Gyarados,Fearow,Camerupt,187,17,0,91.7
13,5,Cradily,Blastoise,Magneton,Flaaffy,Snorlax,Venusaur,185,14,3,91.6
13,5,Blastoise,Gyarados,Golduck,Snorlax,Fearow,Manectric,173,16,0,91.5
13,5,Feraligatr,Manectric,Venusaur,Rapidash,Golem,Girafarig,202,12,7,91.4
13,5,Sceptile,Fearow,Charizard,Graveler,Croconaw,Blissey,177,16,1,91.2
13,5,Sandslash,Manectric,Charizard,Raichu,Fearow,Grovyle,186,18,0,91.2
13,5,Fearow,Exploud,Blissey,Flaaffy,Snorlax,Gyarados,188,19,0,90.8
13,5,Growlithe,Venusaur,Fearow,Charizard,Manectric,Skarmory,188,13,6,90.8
13,5,Spearow,Blastoise,Rapidash,Scyther,Blissey,Dugtrio,168,17,0,90.8
13,5,Ninetales,Xatu,Venusaur,Dugtrio,Donphan,Scyther,186,16,3,90.7
13,5,Sceptile,Mantine,Blissey,Azumarill,Flygon,Charizard,176,18,0,90.7
13,5,Pidgeotto,Manectric,Flaaffy,Gyarados,Porygon2,Typhlosion,181,16,3,90.5
13,5,Blastoise,Slowbro,Snorlax,Gyarados,Marowak,Girafarig,178,18,1,90.4
13,5,Smeargle,Fearow,Persian,Venusaur,Growlithe,Magnemite,176,13,6,90.3
13,5,Venusaur,Xatu,Flygon,Manectric,Vaporeon,Azumarill,166,11,7,90.2
13,5,Typhlosion,Sceptile,Flygon,Magmar,Blissey,Voltorb,175,19,0,90.2
13,5,Rapidash,Venusaur,Feraligatr,Charizard,Geodude,Dugtrio,165,16,2,90.2
13,5,Jolteon,Typhlosion,Golbat,Venusaur,Gyarados,Scyther,174,19,0,90.2
13,5,Magneton,Slowbro,Sceptile,Electabuzz,Flygon,Croconaw,182,20,0,90.1
13,5,Blastoise,Graveler,Charizard,Slugma,Gyarados,Cradily,182,20,0,90.1
13,5,Venusaur,Feraligatr,Exploud,Gyarados,Ponyta,Steelix,181,13,7,90.0
13,5,Wartortle,Fearow,Sceptile,Gyarados,Typhlosion,Marowak,178,20,0,89.9
13,5,Steelix,Donphan,Venusaur,Dugtrio,Starmie,Gyarados,178,15,5,89.9
13,5,Sceptile,Flygon,Typhlosion,Electrode,Charizard,Golduck,184,21,0,89.8
13,5,Magneton,Magnemite,Electrode,Chansey,Gyarados,Flygon,166,19,0,89.7
13,5,Flygon,Gyarados,Xatu,Sceptile,Cacturne,Scyther,192,21,1,89.7
13,5,Charizard,Golem,Electrode,Flygon,Blastoise,Gloom,183,21,0,89.7
13,5,Blastoise,Miltank,Electabuzz,Raichu,Donphan,Pidgeotto,183,21,0,89.7
13,5,Tentacruel,Typhlosion,Flaaffy,Scyther,Gyarados,Jolteon,183,15,6,89.7
13,5,Fearow,Smeargle,Starmie,Blissey,Venusaur,Jolteon,174,14,6,89.7
13,5,Golduck,Magneton,Blastoise,Gyarados,Venusaur,Onix,182,21,0,89.7
13,5,Fearow,Persian,Starmie,Blaziken,Blissey,Flareon,172,18,2,89.6
13,5,Venusaur,Xatu,Sandslash,Chansey,Growlithe,Flareon,170,17,3,89.5
13,5,Blastoise,Electabuzz,Blaziken,Gyarados,Onix,Scyther,170,20,0,89.5
13,5,Flareon,Slowbro,Charizard,Donphan,Flygon,Raichu,187,21,1,89.5
13,5,Trapinch,Manectric,Blastoise,Flygon,Fearow,Golduck,178,20,1,89.4
13,5,Manectric,Gloom,Blastoise,Flygon,Flareon,Donphan,186,21,1,89.4
13,5,Rapidash,Cradily,Donphan,Vaporeon,Electabuzz,Porygon2,169,20,0,89.4
13,5,Fearow,Gyarados,Electrode,Croconaw,Skarmory,Miltank,177,21,0,89.4
13,5,Blastoise,Growlithe,Typhlosion,Jolteon,Persian,Natu,176,21,0,89.3
13,5,Scyther,Girafarig,Manectric,Vaporeon,Magnemite,Venusaur,176,18,3,89.3
13,5,Sceptile,Raichu,Exploud,Magnemite,Venusaur,Steelix,183,22,0,89.3
13,5,Rapidash,Sceptile,Gyarados,Loudred,Exploud,Grovyle,158,18,1,89.3
13,5,Cubone,Gyarados,Raichu,Skarmory,Lileep,Snorlax,174,20,1,89.2
13,5,Fearow,Electabuzz,Sceptile,Graveler,Smeargle,Typhlosion,182,22,0,89.2
13,5,Sceptile,Raichu,Porygon2,Exeggcute,Typhlosion,Magnemite,173,21,0,89.2
13,5,Persian,Camerupt,Scyther,Flygon,Rapidash,Vigoroth,172,20,1,89.1
13,5,Fearow,Xatu,Azumarill,Meganium,Jolteon,Scyther,187,20,3,89.0
13,5,Gyarados,Sceptile,Porygon2,Skarmory,Tentacruel,Exeggutor,177,21,1,88.9
13,5,Electrike,Gyarados,Manectric,Skarmory,Xatu,Snorlax,184,22,1,88.9
13,5,Fearow,Donphan,Noctowl,Exeggcute,Typhlosion,Venusaur,176,13,9,88.9
13,5,Fearow,Vaporeon,Cradily,Raichu,Mantine,Flaaffy,160,20,0,88.9
13,5,Noctowl,Snorlax,Electrode,Charizard,Venusaur,Chansey,175,18,4,88.8
