Round,Tier,Slot0,Slot1,Slot2,Slot3,Slot4,Slot5,Wins,Losses,Draws,WinRate%
4,2,Larvitar,Mudkip,Whismur,Cacnea,,,196,7,1,96.1
4,2,Whismur,Larvitar,Cacnea,Slowpoke,,,187,8,1,95.4
4,2,Whismur,Raticate,Oddish,Combusken,,,183,10,0,94.8
4,2,Magby,Numel,Raticate,Combusken,,,199,13,0,93.9
4,2,Elekid,Whismur,Eevee,Raticate,,,192,11,2,93.7
4,2,Raticate,Whismur,Combusken,Cacnea,,,179,13,0,93.2
4,2,Meowth,Raticate,Bayleef,Elekid,,,190,13,1,93.1
4,2,Larvitar,Mudkip,Cacnea,Whismur,,,201,13,4,92.2
4,2,Bayleef,Numel,Marshtomp,Combusken,,,184,16,0,92.0
4,2,Numel,Eevee,Combusken,Bayleef,,,193,16,1,91.9
4,2,Raticate,Meowth,Sunkern,Combusken,,,183,17,0,91.5
4,2,Oddish,Whismur,Combusken,Marshtomp,,,190,18,0,91.3
4,2,Raticate,Whismur,Marshtomp,Magby,,,178,12,5,91.3
4,2,Magby,Raticate,Meowth,Sunkern,,,176,16,1,91.2
4,2,Meowth,Bayleef,Slowpoke,Combusken,,,182,17,1,91.0
4,2,Raticate,Meowth,Cacnea,Combusken,,,184,18,1,90.6
4,2,Raticate,Elekid,Eevee,Slowpoke,,,183,17,2,90.6
4,2,Raticate,Slowpoke,Combusken,Marshtomp,,,171,13,5,90.5
4,2,Marshtomp,Elekid,Combusken,Cacnea,,,189,20,0,90.4
4,2,Slowpoke,Magby,Raticate,Bayleef,,,178,16,3,90.4
4,2,Bayleef,Larvitar,Numel,Cacnea,,,182,20,0,90.1
4,2,Marshtomp,Whismur,Bayleef,Slakoth,,,182,20,0,90.1
4,2,Marshtomp,Raticate,Eevee,Meowth,,,200,21,1,90.1
4,2,Bayleef,Raticate,Marshtomp,Mareep,,,181,20,0,90.0
4,2,Raticate,Zubat,Slowpoke,Combusken,,,180,17,3,90.0
4,2,Elekid,Combusken,Bayleef,Marshtomp,,,178,19,1,89.9
4,2,Phanpy,Magby,Marshtomp,Combusken,,,186,20,1,89.9
4,2,Marshtomp,Raticate,Treecko,Combusken,,,173,20,0,89.6
4,2,Rattata,Larvitar,Combusken,Cacnea,,,170,19,1,89.5
4,2,Eevee,Elekid,Raticate,Combusken,,,161,17,2,89.4
4,2,Whismur,Combusken,Phanpy,Bayleef,,,169,20,0,89.4
4,2,Combusken,Pikachu,Raticate,Sunkern,,,175,18,3,89.3
4,2,Eevee,Elekid,Raticate,Marshtomp,,,175,20,1,89.3
4,2,Marshtomp,Raticate,Meowth,Pidgey,,,166,19,1,89.2
4,2,Elekid,Bayleef,Raticate,Meowth,,,181,22,0,89.2
4,2,Eevee,Raticate,Tentacool,Combusken,,,180,21,1,89.1
4,2,Pikachu,Bayleef,Eevee,Marshtomp,,,171,21,0,89.1
4,2,Eevee,Larvitar,Cacnea,Slowpoke,,,179,18,4,89.1
4,2,Raticate,Eevee,Elekid,Chikorita,,,185,23,0,88.9
4,2,Slowpoke,Marshtomp,Raticate,Combusken,,,192,21,3,88.9
4,2,Magby,Cacnea,Combusken,Meowth,,,175,21,1,88.8
4,2,Combusken,Diglett,Bayleef,Raticate,,,167,20,1,88.8
4,2,Whismur,Raticate,Marshtomp,Sunkern,,,173,22,0,88.7
4,2,Larvitar,Numel,Combusken,Cacnea,,,173,18,4,88.7
4,2,Raticate,Meowth,Eevee,Pidgey,,,186,23,1,88.6
4,2,Magby,Phanpy,Combusken,Meowth,,,170,21,1,88.5
4,2,Elekid,Whismur,Pidgey,Marshtomp,,,162,19,2,88.5
4,2,Slakoth,Marshtomp,Combusken,Bayleef,,,185,23,1,88.5
4,2,Cacnea,Combusken,Bayleef,Slowpoke,,,176,23,0,88.4
4,2,Whismur,Pikachu,Eevee,Cacnea,,,160,21,0,88.4
4,2,Bayleef,Combusken,Sunkern,Slowpoke,,,182,24,0,88.3
4,2,Elekid,Bayleef,Meowth,Combusken,,,170,23,0,88.1
4,2,Eevee,Combusken,Raticate,Zubat,,,177,24,0,88.1
4,2,Zubat,Marshtomp,Combusken,Cacnea,,,184,25,0,88.0
4,2,Sunkern,Raticate,Magby,Bayleef,,,169,23,0,88.0
4,2,Bayleef,Combusken,Eevee,Whismur,,,180,25,0,87.8
4,2,Whismur,Porygon,Marshtomp,Bayleef,,,180,25,0,87.8
4,2,Magby,Elekid,Whismur,Slowpoke,,,178,22,3,87.7
4,2,Mudkip,Combusken,Raticate,Marshtomp,,,178,24,1,87.7
4,2,Eevee,Pikachu,Combusken,Marshtomp,,,170,23,1,87.6
4,2,Bayleef,Marshtomp,Combusken,Bulbasaur,,,177,25,0,87.6
4,2,Phanpy,Combusken,Raticate,Diglett,,,184,26,0,87.6
4,2,Raticate,Oddish,Combusken,Zubat,,,176,25,0,87.6
4,2,Eevee,Raticate,Zubat,Slakoth,,,176,24,1,87.6
4,2,Marshtomp,Whismur,Bayleef,Mareep,,,181,26,0,87.4
4,2,Meowth,Whismur,Marshtomp,Elekid,,,172,24,1,87.3
4,2,Pikachu,Larvitar,Slowpoke,Cacnea,,,184,27,0,87.2
4,2,Zubat,Whismur,Eevee,Raticate,,,176,25,1,87.1
4,2,Rattata,Bayleef,Combusken,Oddish,,,169,25,0,87.1
4,2,Charmander,Larvitar,Cacnea,Phanpy,,,162,23,1,87.1
4,2,Marshtomp,Bulbasaur,Combusken,Phanpy,,,182,26,1,87.1
4,2,Whismur,Diglett,Eevee,Raticate,,,181,25,2,87.0
4,2,Pidgey,Raticate,Eevee,Slowpoke,,,181,26,1,87.0
4,2,Magby,Raticate,Slowpoke,Phanpy,,,174,26,0,87.0
4,2,Eevee,Whismur,Raticate,Vulpix,,,167,25,0,87.0
4,2,Meowth,Numel,Whismur,Cacnea,,,180,27,0,87.0
4,2,Tentacool,Pikachu,Raticate,Combusken,,,158,22,2,86.8
4,2,Magby,Whismur,Slakoth,Raticate,,,171,26,0,86.8
4,2,Whismur,Marshtomp,Sunkern,Bayleef,,,171,23,3,86.8
4,2,Bayleef,Elekid,Raticate,Slakoth,,,177,26,1,86.8
4,2,Raticate,Combusken,Pidgey,Elekid,,,170,25,1,86.7
4,2,Eevee,Raticate,Zubat,Meowth,,,150,20,3,86.7
4,2,Raticate,Marshtomp,Numel,Zubat,,,176,26,1,86.7
4,2,Treecko,Eevee,Combusken,Raticate,,,168,26,0,86.6
4,2,Marshtomp,Pikachu,Combusken,Zubat,,,179,28,0,86.5
4,2,Combusken,Phanpy,Raticate,Elekid,,,165,24,2,86.4
4,2,Larvitar,Eevee,Cacnea,Raticate,,,184,24,5,86.4
4,2,Numel,Bayleef,Combusken,Magby,,,171,21,6,86.4
4,2,Pikachu,Meowth,Pidgey,Combusken,,,190,29,1,86.4
4,2,Pikachu,Zubat,Combusken,Bayleef,,,189,29,1,86.3
4,2,Combusken,Slakoth,Larvitar,Cacnea,,,176,27,1,86.3
4,2,Raticate,Mareep,Slowpoke,Combusken,,,163,22,4,86.2
4,2,Vulpix,Slowpoke,Combusken,Phanpy,,,174,20,8,86.1
4,2,Totodile,Raticate,Eevee,Bayleef,,,160,23,3,86.0
4,2,Marshtomp,Whismur,Combusken,Mareep,,,172,28,0,86.0
4,2,Bayleef,Magby,Meowth,Sunkern,,,178,28,1,86.0
4,2,Raticate,Elekid,Bayleef,Pidgey,,,184,28,2,86.0
4,2,Whismur,Marshtomp,Cacnea,Eevee,,,152,25,0,85.9
4,2,Marshtomp,Oddish,Elekid,Phanpy,,,170,28,0,85.9
4,2,Magby,Eevee,Elekid,Zubat,,,176,28,1,85.9
4,2,Squirtle,Magby,Oddish,Combusken,,,169,27,1,85.8
4,2,Elekid,Cacnea,Whismur,Marshtomp,,,169,28,0,85.8
