Round,Tier,Slot0,Slot1,Slot2,Slot3,Slot4,Slot5,Wins,Losses,Draws,WinRate%
5,2,Larvitar,Numel,Sunkern,Whismur,Cacnea,,201,2,1,98.5
5,2,Pidgey,Larvitar,Mudkip,Whismur,Cacnea,,204,4,0,98.1
5,2,Larvitar,Whismur,Marshtomp,Cacnea,Combusken,,195,7,0,96.5
5,2,Pidgey,Whismur,Larvitar,Cacnea,Eevee,,194,11,0,94.6
5,2,Larvitar,Mareep,Whismur,Cacnea,Magby,,176,7,3,94.6
5,2,Pikachu,Phanpy,Combusken,Larvitar,Cacnea,,186,11,0,94.4
5,2,Larvitar,Rattata,Cacnea,Whismur,Slakoth,,198,7,5,94.3
5,2,Phanpy,Meowth,Larvitar,Combusken,Cacnea,,216,13,1,93.9
5,2,Larvitar,Sunkern,Cacnea,Whismur,Pidgey,,177,9,3,93.7
5,2,Whismur,Eevee,Magby,Raticate,Cacnea,,175,12,1,93.1
5,2,Combusken,Numel,Larvitar,Elekid,Cacnea,,191,15,0,92.7
5,2,Raticate,Sunkern,Pikachu,Combusken,Pidgey,,177,13,1,92.7
5,2,Magby,Meowth,Raticate,Combusken,Cacnea,,171,14,0,92.4
5,2,Marshtomp,Magby,Bayleef,Raticate,Meowth,,183,14,1,92.4
5,2,Meowth,Combusken,Eevee,Raticate,Slowpoke,,191,14,2,92.3
5,2,Whismur,Larvitar,Eevee,Totodile,Cacnea,,176,15,0,92.1
5,2,Magby,Whismur,Raticate,Porygon,Combusken,,170,14,1,91.9
5,2,Sunkern,Pidgey,Phanpy,Combusken,Raticate,,172,16,0,91.5
5,2,Elekid,Chikorita,Magby,Marshtomp,Combusken,,178,17,0,91.3
5,2,Numel,Meowth,Raticate,Pikachu,Combusken,,183,18,0,91.0
5,2,Magby,Zubat,Marshtomp,Raticate,Combusken,,179,18,0,90.9
5,2,Combusken,Eevee,Whismur,Raticate,Magby,,187,15,4,90.8
5,2,Slakoth,Larvitar,Whismur,Slowpoke,Phanpy,,194,20,0,90.7
5,2,Larvitar,Whismur,Vulpix,Cacnea,Magby,,185,14,6,90.2
5,2,Raticate,Magby,Pikachu,Combusken,Whismur,,166,16,2,90.2
5,2,Mareep,Magby,Elekid,Whismur,Slakoth,,184,17,3,90.2
5,2,Numel,Vulpix,Raticate,Oddish,Slowpoke,,181,19,1,90.0
5,2,Combusken,Phanpy,Whismur,Magby,Larvitar,,170,17,2,89.9
5,2,Slowpoke,Elekid,Phanpy,Combusken,Bayleef,,164,14,5,89.6
5,2,Elekid,Marshtomp,Meowth,Combusken,Bayleef,,181,20,1,89.6
5,2,Raticate,Eevee,Combusken,Cacnea,Elekid,,185,22,0,89.4
5,2,Marshtomp,Oddish,Meowth,Raticate,Phanpy,,176,21,0,89.3
5,2,Pikachu,Raticate,Magby,Combusken,Slakoth,,181,21,1,89.2
5,2,Meowth,Oddish,Tentacool,Larvitar,Cacnea,,171,19,2,89.1
5,2,Pidgey,Magby,Meowth,Marshtomp,Combusken,,179,21,1,89.1
5,2,Whismur,Eevee,Raticate,Numel,Oddish,,193,22,2,88.9
5,2,Pikachu,Whismur,Eevee,Marshtomp,Slakoth,,165,21,0,88.7
5,2,Magby,Whismur,Bayleef,Raticate,Chikorita,,185,24,0,88.5
5,2,Elekid,Numel,Marshtomp,Raticate,Meowth,,169,22,0,88.5
5,2,Vulpix,Whismur,Combusken,Pidgey,Sunkern,,175,23,0,88.4
5,2,Pidgey,Marshtomp,Bayleef,Whismur,Larvitar,,167,20,2,88.4
5,2,Slowpoke,Combusken,Bayleef,Meowth,Phanpy,,173,19,4,88.3
5,2,Marshtomp,Magby,Oddish,Vulpix,Phanpy,,187,25,0,88.2
5,2,Marshtomp,Numel,Raticate,Whismur,Phanpy,,179,24,0,88.2
5,2,Numel,Whismur,Pidgey,Vulpix,Sunkern,,171,21,2,88.1
5,2,Rattata,Pidgey,Whismur,Slakoth,Larvitar,,178,24,0,88.1
5,2,Larvitar,Magby,Cacnea,Squirtle,Phanpy,,170,21,2,88.1
5,2,Numel,Cacnea,Combusken,Raticate,Pidgey,,184,25,0,88.0
5,2,Meowth,Pidgey,Bayleef,Combusken,Marshtomp,,175,23,1,87.9
5,2,Elekid,Raticate,Vulpix,Combusken,Slowpoke,,187,24,2,87.8
5,2,Raticate,Marshtomp,Combusken,Whismur,Cyndaquil,,172,23,1,87.8
5,2,Elekid,Magby,Bayleef,Phanpy,Raticate,,184,26,0,87.6
5,2,Whismur,Vulpix,Sunkern,Combusken,Treecko,,184,26,0,87.6
5,2,Magby,Phanpy,Sunkern,Meowth,Raticate,,176,25,0,87.6
5,2,Pikachu,Combusken,Marshtomp,Raticate,Charmander,,171,25,0,87.2
5,2,Sunkern,Phanpy,Vulpix,Raticate,Combusken,,170,24,1,87.2
5,2,Phanpy,Elekid,Pikachu,Combusken,Pidgey,,176,26,0,87.1
5,2,Marshtomp,Combusken,Elekid,Chikorita,Slowpoke,,189,25,3,87.1
5,2,Marshtomp,Pikachu,Combusken,Elekid,Sunkern,,168,23,2,87.0
5,2,Oddish,Elekid,Meowth,Combusken,Whismur,,180,27,0,87.0
