Round,Tier,Slot0,Slot1,Slot2,Slot3,Slot4,Slot5,Wins,Losses,Draws,WinRate%
10,4,Pupitar,Vaporeon,Pidgey,Cacturne,Whismur,Meganium,192,2,0,99.0
10,4,Vaporeon,Electabuzz,Xatu,Minun,Vibrava,Exploud,195,5,0,97.5
10,4,Exploud,Trapinch,Whismur,Cacturne,Flaaffy,Pupitar,209,7,0,96.8
10,4,Larvitar,Magmar,Pupitar,Sunkern,Cacturne,Whismur,188,7,1,95.9
10,4,Dugtrio,Electabuzz,Whismur,Mantine,Vaporeon,Flaaffy,211,9,0,95.9
10,4,Flareon,Donphan,Electrode,Crobat,Pupitar,Spearow,207,7,2,95.8
10,4,Ninetales,Psyduck,Exploud,Xatu,Electabuzz,Pidgeotto,182,7,1,95.8
10,4,Cacturne,Magmar,Crobat,Pupitar,Ninetales,Slowbro,202,8,1,95.7
10,4,Miltank,Electabuzz,Pidgeotto,Donphan,Ponyta,Crobat,197,8,1,95.6
10,4,Porygon2,Vigoroth,Ninetales,Slowbro,Donphan,Wartortle,194,8,1,95.6
10,4,Persian,Electabuzz,Exeggutor,Electrode,Slowbro,Hoothoot,192,8,1,95.5
10,4,Gloom,Oddish,Marill,Loudred,Cacturne,Pupitar,188,9,0,95.4
10,4,Slugma,Flareon,Camerupt,Jolteon,Vaporeon,Crobat,185,9,1,94.9
10,4,Loudred,Magmar,Pupitar,Exploud,Golbat,Flareon,183,9,1,94.8
10,4,Flareon,Exeggcute,Cacturne,Ninetales,Mantine,Pupitar,188,11,0,94.5
10,4,Donphan,Sunflora,Magmar,Flaaffy,Vibrava,Exploud,181,10,1,94.3
10,4,Golbat,Electabuzz,Persian,Miltank,Growlithe,Flaaffy,189,12,0,94.0
10,4,Porygon2,Miltank,Flaaffy,Tentacruel,Exeggutor,Spearow,187,10,2,94.0
10,4,Staryu,Diglett,Electabuzz,Crobat,Vibrava,Exploud,171,11,0,94.0
10,4,Persian,Jolteon,Pelipper,Ponyta,Donphan,Vibrava,170,11,0,93.9
10,4,Vibrava,Smeargle,Electrike,Pelipper,Donphan,Vaporeon,212,14,0,93.8
10,4,Sunkern,Pupitar,Staryu,Cacturne,Whismur,Quilava,191,13,0,93.6
10,4,Smeargle,Donphan,Xatu,Sandshrew,Flareon,Exploud,190,12,1,93.6
10,4,Ninetales,Xatu,Vibrava,Miltank,Exploud,Eevee,188,13,0,93.5
10,4,Plusle,Wartortle,Minun,Donphan,Pidgeotto,Xatu,172,12,0,93.5
10,4,Vaporeon,Loudred,Exploud,Jolteon,Pelipper,Numel,214,14,1,93.4
10,4,Crobat,Cacturne,Pidgey,Pupitar,Persian,Whismur,170,11,1,93.4
10,4,Electabuzz,Donphan,Girafarig,Miltank,Grovyle,Vibrava,184,13,0,93.4
10,4,Xatu,Elekid,Electabuzz,Lileep,Porygon2,Magmar,195,12,2,93.3
10,4,Meganium,Blaziken,Vaporeon,Golbat,Vibrava,Xatu,179,13,0,93.2
10,4,Graveler,Electabuzz,Xatu,Trapinch,Jolteon,Charmeleon,176,12,1,93.1
10,4,Exeggutor,Ninetales,Ponyta,Persian,Exeggcute,Graveler,187,12,2,93.0
10,4,Vaporeon,Pidgeotto,Staryu,Flaaffy,Porygon2,Graveler,172,13,0,93.0
10,4,Flareon,Girafarig,Miltank,Electrike,Lileep,Donphan,198,15,0,93.0
10,4,Grovyle,Exeggutor,Porygon2,Spearow,Electrode,Donphan,170,13,0,92.9
10,4,Electabuzz,Xatu,Gloom,Minun,Vibrava,Sunflora,181,14,0,92.8
10,4,Ninetales,Combusken,Jolteon,Donphan,Magmar,Cacturne,178,14,0,92.7
10,4,Magmar,Golduck,Combusken,Donphan,Jolteon,Exploud,203,16,0,92.7
10,4,Donphan,Persian,Porygon2,Oddish,Exeggutor,Crobat,176,14,0,92.6
10,4,Jolteon,Miltank,Magmar,Mantine,Gloom,Porygon2,187,15,0,92.6
10,4,Whismur,Gloom,Donphan,Flaaffy,Xatu,Crobat,181,15,0,92.3
10,4,Swampert,Exploud,Exeggutor,Pikachu,Donphan,Xatu,193,15,1,92.3
10,4,Exeggcute,Ninetales,Flaaffy,Blaziken,Exeggutor,Tentacruel,193,16,0,92.3
10,4,Ivysaur,Slowbro,Electabuzz,Donphan,Flareon,Jolteon,191,13,3,92.3
10,4,Donphan,Croconaw,Ninetales,Numel,Exeggutor,Jolteon,190,13,3,92.2
10,4,Marill,Persian,Ivysaur,Wartortle,Porygon2,Donphan,187,15,1,92.1
10,4,Lileep,Xatu,Loudred,Electrode,Slowbro,Exeggutor,197,14,3,92.1
10,4,Exploud,Smeargle,Slowbro,Xatu,Vaporeon,Miltank,173,15,0,92.0
10,4,Flareon,Dugtrio,Zubat,Ninetales,Exeggutor,Mantine,184,15,1,92.0
10,4,Electabuzz,Vaporeon,Sunflora,Jolteon,Exeggutor,Porygon2,184,15,1,92.0
10,4,Exeggutor,Electrode,Natu,Donphan,Magmar,Phanpy,181,16,0,91.9
10,4,Pidgeotto,Electrode,Meganium,Persian,Flaaffy,Gloom,189,17,0,91.7
10,4,Porygon2,Electabuzz,Flareon,Donphan,Marill,Blaziken,184,17,0,91.5
10,4,Vaporeon,Electrode,Meganium,Xatu,Sandshrew,Marill,173,16,0,91.5
10,4,Onix,Miltank,Electabuzz,Pidgeotto,Blaziken,Cacturne,183,14,3,91.5
10,4,Electrike,Magmar,Vaporeon,Eevee,Electrode,Porygon2,192,17,1,91.4
10,4,Diglett,Persian,Ninetales,Slowbro,Xatu,Chansey,181,15,2,91.4
10,4,Plusle,Cubone,Magmar,Electabuzz,Phanpy,Xatu,180,17,0,91.4
10,4,Tentacruel,Vaporeon,Donphan,Exeggcute,Electrode,Ninetales,189,16,2,91.3
10,4,Donphan,Golbat,Electabuzz,Gloom,Geodude,Pidgeotto,187,14,4,91.2
10,4,Persian,Golbat,Tentacruel,Miltank,Xatu,Blaziken,199,17,3,90.9
10,4,Lileep,Xatu,Porygon2,Magmar,Persian,Mantine,188,18,1,90.8
10,4,Exploud,Staryu,Girafarig,Xatu,Lileep,Miltank,178,17,1,90.8
10,4,Xatu,Miltank,Meganium,Vaporeon,Donphan,Mareep,187,19,0,90.8
10,4,Camerupt,Vaporeon,Natu,Jolteon,Meganium,Onix,177,18,0,90.8
10,4,Mantine,Tentacruel,Electrode,Slowbro,Sunflora,Xatu,184,14,5,90.6
10,4,Magikarp,Electabuzz,Vaporeon,Electrode,Jolteon,Pidgeotto,184,17,2,90.6
10,4,Jolteon,Cacturne,Camerupt,Donphan,Smeargle,Vaporeon,174,16,2,90.6
10,4,Persian,Gloom,Electrode,Plusle,Flareon,Crobat,173,16,2,90.6
10,4,Exploud,Electabuzz,Cacturne,Electrode,Oddish,Larvitar,182,18,1,90.5
10,4,Ponyta,Vaporeon,Electabuzz,Miltank,Exeggcute,Vibrava,182,19,0,90.5
10,4,Grovyle,Miltank,Electrode,Magmar,Marill,Electabuzz,188,19,1,90.4
10,4,Electrode,Jolteon,Meganium,Graveler,Ninetales,Golduck,188,20,0,90.4
10,4,Donphan,Electabuzz,Exploud,Onix,Miltank,Electrode,178,13,6,90.4
10,4,Persian,Donphan,Xatu,Staryu,Sunkern,Cubone,187,20,0,90.3
10,4,Ponyta,Gloom,Jolteon,Xatu,Graveler,Bayleef,187,20,0,90.3
10,4,Quilava,Porygon2,Xatu,Ninetales,Phanpy,Cacturne,187,20,0,90.3
10,4,Phanpy,Vaporeon,Flaaffy,Graveler,Jolteon,Golbat,166,17,1,90.2
10,4,Donphan,Persian,Grovyle,Ponyta,Crobat,Miltank,184,19,1,90.2
10,4,Slowbro,Persian,Meganium,Electabuzz,Lileep,Natu,183,16,4,90.1
10,4,Persian,Girafarig,Slowbro,Pelipper,Elekid,Miltank,182,12,8,90.1
10,4,Cacturne,Flareon,Mareep,Slowbro,Xatu,Mantine,182,18,2,90.1
10,4,Vaporeon,Slowbro,Dugtrio,Miltank,Chansey,Pelipper,179,18,2,89.9
10,4,Porygon2,Plusle,Electabuzz,Crobat,Electrike,Xatu,177,19,1,89.8
10,4,Golduck,Trapinch,Donphan,Xatu,Lileep,Flaaffy,194,21,1,89.8
10,4,Jolteon,Golduck,Donphan,Charmeleon,Natu,Ivysaur,167,19,0,89.8
10,4,Combusken,Flareon,Diglett,Donphan,Flaaffy,Vaporeon,192,21,1,89.7
10,4,Pupitar,Magmar,Slowbro,Miltank,Natu,Ponyta,183,18,3,89.7
10,4,Geodude,Magmar,Crobat,Girafarig,Flaaffy,Flareon,165,17,2,89.7
10,4,Oddish,Porygon2,Donphan,Xatu,Loudred,Larvitar,173,20,0,89.6
10,4,Sunflora,Electrode,Donphan,Magmar,Exploud,Geodude,190,21,1,89.6
10,4,Exploud,Exeggutor,Vibrava,Magnemite,Staryu,Flareon,190,22,0,89.6
10,4,Staryu,Exeggutor,Jolteon,Combusken,Xatu,Croconaw,181,19,2,89.6
10,4,Ivysaur,Crobat,Electabuzz,Dugtrio,Camerupt,Loudred,181,19,2,89.6
10,4,Xatu,Magnemite,Swampert,Girafarig,Flareon,Tentacruel,155,18,0,89.6
10,4,Graveler,Golduck,Ninetales,Flaaffy,Xatu,Staryu,172,18,2,89.6
10,4,Gloom,Geodude,Flareon,Plusle,Flaaffy,Xatu,172,19,1,89.6
10,4,Slowbro,Miltank,Magmar,Pupitar,Ponyta,Donphan,171,19,1,89.5
10,4,Whismur,Charmeleon,Cacturne,Flaaffy,Flareon,Pidgeotto,162,19,0,89.5
10,4,Quilava,Graveler,Tentacruel,Electabuzz,Pelipper,Miltank,187,12,10,89.5
10,4,Blaziken,Persian,Jolteon,Tentacruel,Slowbro,Ivysaur,170,17,3,89.5
10,4,Exploud,Camerupt,Xatu,Grovyle,Flareon,Croconaw,187,21,1,89.5
10,4,Magmar,Magnemite,Flaaffy,Crobat,Charmeleon,Exploud,169,20,0,89.4
10,4,Flaaffy,Crobat,Xatu,Plusle,Sandshrew,Porygon2,176,21,0,89.3
10,4,Vaporeon,Golbat,Electrike,Donphan,Wingull,Jolteon,176,14,7,89.3
10,4,Jolteon,Ivysaur,Magmar,Miltank,Vibrava,Exeggutor,184,22,0,89.3
10,4,Exeggutor,Loudred,Camerupt,Flaaffy,Ninetales,Gloom,184,20,2,89.3
10,4,Ninetales,Magnemite,Flaaffy,Magmar,Spearow,Flareon,175,18,3,89.3
10,4,Xatu,Cubone,Flareon,Vaporeon,Ninetales,Grovyle,182,21,1,89.2
10,4,Staryu,Flaaffy,Donphan,Vigoroth,Cacturne,Exploud,190,23,0,89.2
10,4,Porygon2,Flareon,Loudred,Electabuzz,Meganium,Phanpy,173,20,1,89.2
10,4,Girafarig,Exeggutor,Growlithe,Meganium,Graveler,Ninetales,189,23,0,89.2
10,4,Dugtrio,Magby,Exploud,Tentacruel,Vibrava,Crobat,171,18,3,89.1
10,4,Ninetales,Mareep,Exeggutor,Meganium,Vigoroth,Xatu,193,24,0,88.9
10,4,Slugma,Cubone,Electrike,Girafarig,Slowbro,Crobat,190,21,3,88.8
10,4,Zubat,Donphan,Electabuzz,Cacturne,Electrode,Growlithe,173,16,6,88.7
