Round,Tier,Slot0,Slot1,Slot2,Slot3,Slot4,Slot5,Wins,Losses,Draws,WinRate%
8,3,Slugma,Wartortle,Sunkern,Blaziken,Swampert,Smeargle,198,6,0,97.1
8,3,Spearow,Magby,Chansey,Blaziken,Swampert,Porygon2,185,5,1,96.9
8,3,Meganium,Croconaw,Porygon2,Swampert,Combusken,Magnemite,187,8,0,95.9
8,3,Exeggcute,Blaziken,Loudred,Mantine,Vulpix,Sunflora,186,8,0,95.9
8,3,Ponyta,Whismur,Loudred,Marshtomp,Spearow,Blaziken,190,8,1,95.5
8,3,Slugma,Mantine,Whismur,Blaziken,Spearow,Croconaw,190,8,1,95.5
8,3,Pikachu,Combusken,Swampert,Blaziken,Ponyta,Ivysaur,189,8,1,95.5
8,3,Plusle,Ivysaur,Minun,Swampert,Sunflora,Oddish,207,7,3,95.4
8,3,Charmeleon,Loudred,Blaziken,Porygon2,Raticate,Quilava,185,9,0,95.4
8,3,Spearow,Pikachu,Ponyta,Meganium,Grovyle,Minun,184,8,1,95.3
8,3,Swampert,Ponyta,Zubat,Croconaw,Charmeleon,Blaziken,183,9,0,95.3
8,3,Mantine,Porygon2,Whismur,Meganium,Swampert,Smeargle,179,10,0,94.7
8,3,Magnemite,Treecko,Natu,Ponyta,Croconaw,Meganium,178,9,1,94.7
8,3,Loudred,Mantine,Minun,Cyndaquil,Porygon2,Bayleef,178,10,0,94.7
8,3,Mudkip,Ponyta,Rattata,Meganium,Blaziken,Mantine,188,9,2,94.5
8,3,Golbat,Mantine,Meganium,Ponyta,Eevee,Raticate,198,10,2,94.3
8,3,Ponyta,Loudred,Charmeleon,Grovyle,Wartortle,Zubat,187,10,2,94.0
8,3,Porygon,Voltorb,Porygon2,Wartortle,Meganium,Magnemite,186,11,1,93.9
8,3,Mantine,Meganium,Ponyta,Charmeleon,Natu,Sunkern,201,12,1,93.9
8,3,Plusle,Porygon2,Vulpix,Golbat,Sandshrew,Minun,182,12,0,93.8
8,3,Pikachu,Porygon2,Quilava,Blaziken,Sandshrew,Voltorb,166,6,5,93.8
8,3,Mantine,Wartortle,Loudred,Quilava,Ivysaur,Plusle,180,12,0,93.8
8,3,Porygon2,Totodile,Ponyta,Meganium,Pidgey,Magnemite,189,13,0,93.6
8,3,Slugma,Blaziken,Spearow,Smeargle,Minun,Grovyle,186,11,2,93.5
8,3,Grovyle,Porygon2,Mantine,Charmander,Voltorb,Blaziken,191,13,1,93.2
8,3,Plusle,Swampert,Wingull,Numel,Vigoroth,Minun,174,13,0,93.0
8,3,Minun,Loudred,Psyduck,Blaziken,Oddish,Meganium,185,14,0,93.0
8,3,Numel,Loudred,Blaziken,Swampert,Porygon2,Porygon,183,8,6,92.9
8,3,Meganium,Magnemite,Whismur,Mantine,Charmeleon,Slakoth,181,14,0,92.8
8,3,Meganium,Marill,Slowpoke,Loudred,Golbat,Larvitar,190,14,1,92.7
8,3,Elekid,Blaziken,Meganium,Ivysaur,Porygon2,Chansey,190,13,2,92.7
8,3,Mantine,Slugma,Golbat,Hoothoot,Elekid,Porygon2,175,13,1,92.6
8,3,Meganium,Loudred,Magby,Golbat,Marill,Ivysaur,187,11,4,92.6
8,3,Mantine,Magnemite,Diglett,Whismur,Wartortle,Charmeleon,187,14,1,92.6
8,3,Spearow,Plusle,Meganium,Wartortle,Vigoroth,Natu,185,14,1,92.5
8,3,Loudred,Golbat,Slowpoke,Porygon2,Raticate,Combusken,196,12,4,92.5
8,3,Marill,Plusle,Porygon2,Croconaw,Minun,Bulbasaur,170,13,1,92.4
8,3,Blaziken,Meganium,Slakoth,Porygon2,Natu,Smeargle,203,17,0,92.3
8,3,Meganium,Swampert,Vulpix,Porygon2,Tentacool,Blaziken,179,15,0,92.3
8,3,Psyduck,Meganium,Voltorb,Ponyta,Porygon2,Chansey,201,17,0,92.2
8,3,Meganium,Marshtomp,Ponyta,Raticate,Marill,Ivysaur,176,15,0,92.1
8,3,Ponyta,Golbat,Sunflora,Spearow,Chansey,Meganium,175,14,1,92.1
8,3,Golbat,Blaziken,Sandshrew,Meganium,Magnemite,Trapinch,186,15,1,92.1
8,3,Plusle,Marill,Minun,Natu,Mantine,Hoothoot,173,14,1,92.0
8,3,Porygon2,Golbat,Plusle,Whismur,Swampert,Tentacool,195,17,0,92.0
8,3,Elekid,Cubone,Ponyta,Meganium,Sunflora,Swampert,172,13,2,92.0
8,3,Swampert,Cubone,Vigoroth,Meganium,Quilava,Croconaw,183,15,1,92.0
8,3,Swampert,Natu,Magby,Porygon2,Golbat,Phanpy,182,16,0,91.9
8,3,Porygon2,Ivysaur,Blaziken,Grovyle,Minun,Numel,179,14,2,91.8
8,3,Zubat,Mantine,Charmeleon,Porygon2,Combusken,Golbat,187,16,1,91.7
8,3,Elekid,Mantine,Swampert,Raticate,Golbat,Porygon2,165,15,0,91.7
8,3,Porygon2,Trapinch,Porygon,Blaziken,Golbat,Chansey,186,16,1,91.6
8,3,Sandshrew,Charmeleon,Plusle,Porygon2,Quilava,Wartortle,184,16,1,91.5
8,3,Whismur,Blaziken,Mantine,Porygon2,Meowth,Exeggcute,204,17,2,91.5
8,3,Meganium,Charmeleon,Marshtomp,Smeargle,Loudred,Slugma,200,19,0,91.3
8,3,Loudred,Sunflora,Eevee,Ponyta,Blaziken,Whismur,189,18,0,91.3
8,3,Porygon2,Plusle,Whismur,Numel,Golbat,Smeargle,198,16,3,91.2
8,3,Wartortle,Sandshrew,Minun,Blaziken,Porygon2,Combusken,184,17,1,91.1
8,3,Trapinch,Meganium,Loudred,Ponyta,Mudkip,Ivysaur,184,10,8,91.1
8,3,Charmeleon,Elekid,Slugma,Mantine,Quilava,Natu,194,19,0,91.1
8,3,Totodile,Whismur,Mantine,Blaziken,Phanpy,Plusle,173,17,0,91.1
8,3,Spearow,Croconaw,Meganium,Raticate,Porygon2,Minun,193,19,0,91.0
