Round,Tier,Slot0,Slot1,Slot2,Slot3,Slot4,Slot5,Wins,Losses,Draws,WinRate%
6,3,Loudred,Ponyta,Mantine,Spearow,Onix,,175,6,0,96.7
6,3,Sunflora,Ponyta,Meganium,Numel,Blaziken,,193,7,2,95.5
6,3,Ponyta,Croconaw,Pikachu,Meganium,Mantine,,190,8,1,95.5
6,3,Magnemite,Swampert,Plusle,Loudred,Meganium,,183,9,0,95.3
6,3,Swampert,Numel,Golbat,Charmeleon,Magnemite,,182,8,1,95.3
6,3,Meganium,Sandshrew,Minun,Ivysaur,Magnemite,,202,10,1,94.8
6,3,Meganium,Porygon2,Ponyta,Golbat,Oddish,,183,10,0,94.8
6,3,Whismur,Spearow,Ponyta,Ivysaur,Porygon2,,182,9,1,94.8
6,3,Magby,Blaziken,Loudred,Porygon2,Grovyle,,179,10,0,94.7
6,3,Charmeleon,Swampert,Spearow,Ponyta,Croconaw,,191,11,0,94.6
6,3,Charmander,Porygon2,Grovyle,Golbat,Blaziken,,172,10,0,94.5
6,3,Cubone,Plusle,Charmeleon,Croconaw,Minun,,187,11,0,94.4
6,3,Quilava,Mantine,Swampert,Porygon2,Voltorb,,200,10,2,94.3
6,3,Magnemite,Vigoroth,Blaziken,Quilava,Charmeleon,,196,12,0,94.2
6,3,Pikachu,Charmeleon,Marill,Ponyta,Blaziken,,196,11,1,94.2
6,3,Onix,Minun,Quilava,Spearow,Porygon2,,179,11,0,94.2
6,3,Minun,Loudred,Meganium,Marill,Swampert,,191,12,0,94.1
6,3,Ponyta,Grovyle,Minun,Vigoroth,Sunflora,,185,11,1,93.9
6,3,Smeargle,Ponyta,Spearow,Quilava,Swampert,,184,11,1,93.9
6,3,Bayleef,Blaziken,Swampert,Meganium,Raticate,,184,12,0,93.9
6,3,Blaziken,Spearow,Mantine,Loudred,Magnemite,,182,12,0,93.8
6,3,Porygon2,Blaziken,Wartortle,Geodude,Swampert,,182,11,1,93.8
6,3,Psyduck,Magnemite,Grovyle,Meganium,Ponyta,,196,13,0,93.8
6,3,Charmeleon,Smeargle,Magnemite,Ivysaur,Golbat,,194,12,1,93.7
6,3,Pikachu,Meganium,Golbat,Natu,Raticate,,178,11,1,93.7
6,3,Mantine,Trapinch,Loudred,Blaziken,Swampert,,188,13,0,93.5
6,3,Bayleef,Loudred,Porygon2,Golbat,Wartortle,,187,8,5,93.5
6,3,Porygon2,Quilava,Loudred,Sandshrew,Mantine,,185,12,1,93.4
6,3,Grovyle,Squirtle,Charmeleon,Magnemite,Meganium,,185,13,0,93.4
6,3,Meganium,Charmeleon,Porygon2,Blaziken,Cubone,,199,14,0,93.4
6,3,Swampert,Blaziken,Marill,Charmeleon,Elekid,,169,12,0,93.4
6,3,Magby,Onix,Ponyta,Mantine,Ivysaur,,183,12,1,93.4
6,3,Charmeleon,Diglett,Swampert,Ivysaur,Loudred,,192,14,0,93.2
6,3,Onix,Quilava,Wartortle,Loudred,Blaziken,,190,14,0,93.1
6,3,Slugma,Minun,Golbat,Ponyta,Pidgey,,203,15,0,93.1
6,3,Meganium,Ponyta,Ivysaur,Cyndaquil,Blaziken,,189,13,1,93.1
6,3,Slugma,Golbat,Blaziken,Swampert,Chansey,,186,14,0,93.0
6,3,Quilava,Porygon2,Ponyta,Voltorb,Magnemite,,198,15,0,93.0
6,3,Mantine,Wartortle,Magnemite,Meganium,Chansey,,171,13,0,92.9
6,3,Natu,Loudred,Swampert,Chansey,Golbat,,171,12,1,92.9
6,3,Loudred,Swampert,Quilava,Geodude,Ponyta,,183,14,0,92.9
6,3,Golbat,Ivysaur,Mantine,Blaziken,Whismur,,182,12,2,92.9
6,3,Ponyta,Spearow,Mantine,Porygon2,Minun,,180,14,0,92.8
6,3,Loudred,Spearow,Whismur,Combusken,Swampert,,179,13,1,92.7
6,3,Mareep,Mantine,Loudred,Croconaw,Blaziken,,176,14,0,92.6
6,3,Eevee,Onix,Ponyta,Blaziken,Ivysaur,,186,13,2,92.5
6,3,Ponyta,Bayleef,Quilava,Porygon2,Spearow,,185,14,1,92.5
6,3,Meganium,Quilava,Sunflora,Golbat,Whismur,,185,15,0,92.5
6,3,Golbat,Porygon2,Meganium,Mantine,Oddish,,182,15,0,92.4
6,3,Charmeleon,Meganium,Blaziken,Torchic,Porygon2,,193,16,0,92.3
6,3,Meganium,Wartortle,Loudred,Plusle,Onix,,200,17,0,92.2
6,3,Croconaw,Minun,Meganium,Combusken,Charmeleon,,199,17,0,92.1
6,3,Mareep,Combusken,Meganium,Swampert,Grovyle,,199,17,0,92.1
6,3,Ponyta,Meganium,Rattata,Croconaw,Golbat,,186,13,3,92.1
6,3,Oddish,Marill,Loudred,Mantine,Meganium,,186,16,0,92.1
