Round,Tier,Slot0,Slot1,Slot2,Slot3,Slot4,Slot5,Wins,Losses,Draws,WinRate%
16,6,Suicune,Moltres,Lugia,Jolteon,Cradily,Donphan,191,5,0,97.4
16,6,Skarmory,Celebi,Moltres,Starmie,Donphan,Xatu,190,6,0,96.9
16,6,Dugtrio,Exploud,Persian,Tauros,Pidgeot,Donphan,177,7,0,96.2
16,6,Skarmory,Arcanine,Sceptile,Tauros,Xatu,Exeggutor,170,5,2,96.0
16,6,Suicune,Celebi,Lugia,Pidgeot,Gyarados,Jolteon,180,6,2,95.7
16,6,Celebi,Xatu,Miltank,Electrode,Raikou,Tauros,185,10,0,94.9
16,6,Tauros,Suicune,Moltres,Rapidash,Celebi,Crobat,194,8,3,94.6
16,6,Ampharos,Xatu,Electrode,Celebi,Scizor,Arcanine,194,12,0,94.2
16,6,Fearow,Raikou,Lugia,Blastoise,Pidgeot,Tauros,177,9,2,94.1
16,6,Celebi,Electrike,Pidgeot,Groudon,Scizor,Blastoise,208,13,0,94.1
16,6,Xatu,Donphan,Electabuzz,Scizor,Jolteon,Moltres,187,12,0,94.0
16,6,Flareon,Suicune,Raikou,Electrode,Blissey,Pidgeot,185,12,0,93.9
16,6,Suicune,Graveler,Raichu,Celebi,Tauros,Rapidash,195,13,0,93.8
16,6,Raichu,Donphan,Pidgeot,Blastoise,Flygon,Manectric,180,12,0,93.8
16,6,Suicune,Charizard,Ampharos,Raichu,Fearow,Gyarados,189,13,0,93.6
16,6,Raichu,Lugia,Celebi,Raikou,Snorlax,Groudon,181,13,0,93.3
16,6,Cradily,Flaaffy,Raikou,Sceptile,Fearow,Tauros,178,10,3,93.2
16,6,Blastoise,Electabuzz,Celebi,Lugia,Cradily,Donphan,198,15,0,93.0
16,6,Exploud,Raikou,Lugia,Staryu,Suicune,Arcanine,184,12,2,92.9
16,6,Persian,Arcanine,Pidgeot,Sandslash,Tauros,Snorlax,181,14,0,92.8
16,6,Exploud,Bellossom,Arcanine,Suicune,Celebi,Raichu,178,13,1,92.7
16,6,Suicune,Slaking,Lugia,Sceptile,Groudon,Tentacruel,190,15,0,92.7
16,6,Graveler,Lugia,Donphan,Tauros,Manectric,Flygon,185,14,1,92.5
16,6,Vaporeon,Raikou,Fearow,Tauros,Suicune,Raichu,171,12,2,92.4
16,6,Magcargo,Suicune,Flygon,Raichu,Magneton,Tauros,183,15,0,92.4
16,6,Suicune,Camerupt,Magcargo,Fearow,Tauros,Ampharos,181,12,3,92.3
16,6,Tyranitar,Tentacruel,Pidgeot,Fearow,Groudon,Raikou,180,15,0,92.3
16,6,Suicune,Groudon,Celebi,Jolteon,Golduck,Lugia,185,16,0,92.0
16,6,Exeggutor,Donphan,Moltres,Tauros,Fearow,Scyther,183,16,0,92.0
16,6,Scizor,Rapidash,Blastoise,Manectric,Pidgeot,Donphan,182,16,0,91.9
16,6,Flygon,Raichu,Charizard,Donphan,Groudon,Scizor,177,15,1,91.7
16,6,Moltres,Tyranitar,Scizor,Starmie,Groudon,Pidgeot,177,15,1,91.7
16,6,Arcanine,Camerupt,Charizard,Lugia,Raikou,Suicune,177,12,4,91.7
16,6,Arcanine,Xatu,Raikou,Flaaffy,Skarmory,Vaporeon,187,17,0,91.7
16,6,Venusaur,Ampharos,Moltres,Flygon,Electabuzz,Lugia,175,13,3,91.6
16,6,Golem,Raichu,Lugia,Jolteon,Gyarados,Donphan,191,18,0,91.4
16,6,Flygon,Moltres,Raikou,Groudon,Persian,Pidgeot,190,18,0,91.3
16,6,Rapidash,Marowak,Electabuzz,Suicune,Moltres,Pidgeot,187,17,1,91.2
16,6,Vileplume,Raikou,Ampharos,Lugia,Tauros,Camerupt,186,16,2,91.2
16,6,Blastoise,Manectric,Tauros,Raichu,Donphan,Xatu,185,18,0,91.1
16,6,Groudon,Lugia,Sceptile,Raikou,Venusaur,Exploud,182,18,0,91.0
16,6,Flaaffy,Electabuzz,Groudon,Raikou,Manectric,Scizor,188,18,1,90.8
16,6,Exploud,Suicune,Sceptile,Moltres,Lugia,Bellossom,194,19,1,90.7
16,6,Feraligatr,Arcanine,Ampharos,Lugia,Typhlosion,Flaaffy,174,18,0,90.6
16,6,Raikou,Exeggutor,Lugia,Staryu,Xatu,Tauros,183,18,1,90.6
16,6,Tauros,Groudon,Fearow,Lugia,Celebi,Exploud,182,19,0,90.5
16,6,Typhlosion,Moltres,Scizor,Vileplume,Electabuzz,Tauros,182,19,0,90.5
16,6,Magneton,Snorlax,Fearow,Celebi,Flygon,Raikou,181,19,0,90.5
16,6,Suicune,Steelix,Tauros,Flaaffy,Electabuzz,Pidgeot,180,17,2,90.5
16,6,Celebi,Starmie,Blastoise,Moltres,Exploud,Scizor,179,18,1,90.4
16,6,Pidgeot,Ampharos,Flygon,Fearow,Arcanine,Dugtrio,185,19,1,90.2
16,6,Raikou,Suicune,Azumarill,Celebi,Steelix,Tauros,181,19,1,90.0
16,6,Scyther,Lugia,Raikou,Moltres,Blastoise,Pidgeot,177,18,2,89.8
16,6,Scizor,Pupitar,Moltres,Exploud,Celebi,Typhlosion,177,18,2,89.8
16,6,Electrike,Suicune,Tentacruel,Celebi,Scizor,Groudon,185,21,0,89.8
16,6,Raikou,Lugia,Blastoise,Groudon,Venusaur,Crobat,202,23,0,89.8
16,6,Jolteon,Celebi,Groudon,Azumarill,Skarmory,Tauros,175,18,2,89.7
16,6,Groudon,Tauros,Pidgeot,Pupitar,Raikou,Fearow,175,18,2,89.7
16,6,Suicune,Charizard,Flygon,Manectric,Vibrava,Xatu,182,21,0,89.7
16,6,Jolteon,Scizor,Arcanine,Starmie,Marowak,Pidgeot,181,21,0,89.6
16,6,Donphan,Exploud,Azumarill,Graveler,Fearow,Tauros,180,19,2,89.6
16,6,Persian,Feraligatr,Suicune,Raichu,Magmar,Tauros,187,21,1,89.5
16,6,Fearow,Miltank,Rapidash,Electabuzz,Lugia,Tauros,177,19,2,89.4
16,6,Suicune,Graveler,Starmie,Pidgeot,Venusaur,Scizor,185,21,1,89.4
16,6,Graveler,Lugia,Magneton,Blastoise,Magmar,Tauros,176,20,1,89.3
16,6,Lileep,Suicune,Charizard,Lugia,Xatu,Magneton,173,21,0,89.2
16,6,Xatu,Raikou,Tyranitar,Groudon,Celebi,Bellossom,155,19,0,89.1
16,6,Exploud,Celebi,Donphan,Moltres,Fearow,Exeggutor,187,23,0,89.0
16,6,Magneton,Golem,Venusaur,Fearow,Tauros,Vibrava,170,21,0,89.0
16,6,Vileplume,Magneton,Slowbro,Marowak,Donphan,Tauros,178,21,1,89.0
16,6,Blastoise,Magmar,Sceptile,Tauros,Pidgeot,Camerupt,186,21,2,89.0
16,6,Blissey,Donphan,Moltres,Scyther,Flaaffy,Groudon,186,23,0,89.0
16,6,Suicune,Flareon,Snorlax,Pidgeot,Pelipper,Starmie,186,23,0,89.0
16,6,Raichu,Suicune,Sceptile,Tauros,Dugtrio,Celebi,194,24,0,89.0
16,6,Exploud,Electabuzz,Cacturne,Xatu,Celebi,Tauros,177,22,0,88.9
16,6,Suicune,Jolteon,Slaking,Celebi,Noctowl,Lugia,175,18,4,88.8
16,6,Suicune,Exploud,Moltres,Lileep,Lugia,Electrode,167,10,11,88.8
16,6,Pidgeot,Flygon,Xatu,Arcanine,Vibrava,Exploud,182,21,2,88.8
16,6,Suicune,Charizard,Marowak,Pidgeot,Tyranitar,Venusaur,157,15,5,88.7
16,6,Staryu,Typhlosion,Flaaffy,Tauros,Scizor,Donphan,172,20,2,88.7
